========Trial 0 params: {'n_layers': 2, 'K': 3, 'Dropout': 0.3, 'Hidden0': 32, 'Hidden1': 256, 'optimizer': 'Adam', 'lr': 0.014841171742650953, 'batch': 32}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    2304    |
|    sptH.0.gcn.bias     |     32     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |     32     |
|     sptH.2.sAtt.W2     |     32     |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |   24576    |
|    sptH.2.gcn.bias     |    256     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.weight      |    3072    |
|      sptH.4.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    1152    |
|    sptD.0.gcn.bias     |     32     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     32     |
|     sptD.2.sAtt.W2     |     32     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |   24576    |
|    sptD.2.gcn.bias     |    256     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.weight      |    3072    |
|      sptD.4.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    2304    |
|    sptW.0.gcn.bias     |     32     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |     32     |
|     sptW.2.sAtt.W2     |     32     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |   24576    |
|    sptW.2.gcn.bias     |    256     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.weight      |    3072    |
|      sptW.4.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 98730
 Trial: 0 Epoch: 0, train_loss: 108917.75390625, validation_loss = 9993.1728515625
 Trial: 24 Epoch: 43, train_loss: 28065.411865234375, validation_loss = 3646.7974853515625
 Trial: 24 Epoch: 44, train_loss: 22217.31463623047, validation_loss = 3202.9012451171875
 Trial: 24 Epoch: 45, train_loss: 24037.89483642578, validation_loss = 3635.6737060546875
 Trial: 24 Epoch: 46, train_loss: 21961.86181640625, validation_loss = 3250.33984375
 Trial: 24 Epoch: 47, train_loss: 21834.885192871094, validation_loss = 3486.150146484375
 Trial: 24 Epoch: 48, train_loss: 24031.094482421875, validation_loss = 2932.2037353515625
 Trial: 24 Epoch: 49, train_loss: 25357.665649414062, validation_loss = 3603.3765869140625
 Trial: 24 Epoch: 50, train_loss: 21309.431640625, validation_loss = 3196.8779296875
 Trial: 24 Epoch: 51, train_loss: 21399.24951171875, validation_loss = 3208.11962890625
 Trial: 24 Epoch: 52, train_loss: 22238.954711914062, validation_loss = 2938.0101318359375
 Trial: 24 Epoch: 53, train_loss: 22297.789794921875, validation_loss = 3255.900634765625
 Trial: 24 Epoch: 54, train_loss: 21636.317016601562, validation_loss = 3263.37109375
 Trial: 24 Epoch: 55, train_loss: 22788.05291748047, validation_loss = 3546.171630859375
 Trial: 24 Epoch: 56, train_loss: 21896.063720703125, validation_loss = 3313.033203125
 Trial: 24 Epoch: 57, train_loss: 21430.21270751953, validation_loss = 3060.1053466796875
 Trial: 24 Epoch: 58, train_loss: 20891.853881835938, validation_loss = 3825.8646240234375
 Trial: 24 Epoch: 59, train_loss: 21666.311462402344, validation_loss = 3091.4410400390625
 Trial: 24 Epoch: 60, train_loss: 21034.763671875, validation_loss = 3746.8792724609375
 Trial: 24 Epoch: 61, train_loss: 23271.66827392578, validation_loss = 4314.9677734375
 Trial: 24 Epoch: 62, train_loss: 23001.70654296875, validation_loss = 3608.877685546875
 Trial: 24 Epoch: 63, train_loss: 23756.561279296875, validation_loss = 3126.4385986328125
 Trial: 24 Epoch: 64, train_loss: 30890.7490234375, validation_loss = 4029.14990234375
 Trial: 24 Epoch: 65, train_loss: 24823.03302001953, validation_loss = 4591.00537109375
 Trial: 24 Epoch: 66, train_loss: 24215.922119140625, validation_loss = 3384.124755859375
 Trial: 24 Epoch: 67, train_loss: 23539.914672851562, validation_loss = 3615.7010498046875
 Trial: 24 Epoch: 68, train_loss: 20423.439331054688, validation_loss = 3205.2066650390625
 Trial: 24 Epoch: 69, train_loss: 20838.14520263672, validation_loss = 3332.926513671875
 Trial: 24 Epoch: 70, train_loss: 20229.366638183594, validation_loss = 3563.1162109375
 Trial: 24 Epoch: 71, train_loss: 21137.0361328125, validation_loss = 3613.045166015625
 Trial: 24 Epoch: 72, train_loss: 21298.1005859375, validation_loss = 3367.4818115234375
 Trial: 24 Epoch: 73, train_loss: 19887.969482421875, validation_loss = 3131.9395751953125
 Trial: 24 Epoch: 74, train_loss: 21511.141845703125, validation_loss = 3626.862060546875
 Trial: 24 Epoch: 75, train_loss: 21356.901306152344, validation_loss = 3986.639892578125
 Trial: 24 Epoch: 76, train_loss: 20814.146057128906, validation_loss = 3168.757080078125
 Trial: 24 Epoch: 77, train_loss: 20644.98651123047, validation_loss = 2778.74951171875
 Trial: 24 Epoch: 78, train_loss: 20945.528686523438, validation_loss = 3756.822265625
 Trial: 24 Epoch: 79, train_loss: 21530.857666015625, validation_loss = 3149.8416748046875
 Trial: 24 Epoch: 80, train_loss: 20759.224670410156, validation_loss = 3035.8543701171875
 Trial: 24 Epoch: 81, train_loss: 20169.744506835938, validation_loss = 3245.4757080078125
 Trial: 24 Epoch: 82, train_loss: 20920.726806640625, validation_loss = 3217.89599609375
 Trial: 24 Epoch: 83, train_loss: 23347.599487304688, validation_loss = 3878.5687255859375
 Trial: 24 Epoch: 84, train_loss: 24260.74169921875, validation_loss = 3127.4622802734375
 Trial: 24 Epoch: 85, train_loss: 20108.251342773438, validation_loss = 4090.708984375
 Trial: 24 Epoch: 86, train_loss: 21020.790771484375, validation_loss = 2997.6590576171875
 Trial: 24 Epoch: 87, train_loss: 20994.734924316406, validation_loss = 3502.0802001953125
 Trial: 24 Epoch: 88, train_loss: 21010.287841796875, validation_loss = 4505.0848388671875
 Trial: 24 Epoch: 89, train_loss: 22010.1005859375, validation_loss = 3286.2247314453125
 Trial: 24 Epoch: 90, train_loss: 21284.982666015625, validation_loss = 3826.77685546875
 Trial: 24 Epoch: 91, train_loss: 22516.308837890625, validation_loss = 3344.654296875
 Trial: 24 Epoch: 92, train_loss: 23214.8935546875, validation_loss = 3381.318359375
 Trial: 24 Epoch: 93, train_loss: 25035.847900390625, validation_loss = 3987.774169921875
 Trial: 24 Epoch: 94, train_loss: 23424.401794433594, validation_loss = 3901.31005859375
 Trial: 24 Epoch: 95, train_loss: 23147.899658203125, validation_loss = 3086.214111328125
 Trial: 24 Epoch: 96, train_loss: 19769.061950683594, validation_loss = 3329.76171875
 Trial: 24 Epoch: 97, train_loss: 19809.512817382812, validation_loss = 3156.08154296875
 Trial: 24 Epoch: 98, train_loss: 19834.27227783203, validation_loss = 2976.4229736328125
 Trial: 24 Epoch: 99, train_loss: 20540.256896972656, validation_loss = 3261.4388427734375
========Trial 25 params: {'n_layers': 2, 'K': 2, 'Dropout': 0.2, 'Hidden0': 32, 'Hidden1': 64, 'optimizer': 'Adam', 'lr': 0.007034107482635035, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    1536    |
|    sptH.0.gcn.bias     |     32     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |     32     |
|     sptH.2.sAtt.W2     |     32     |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |    4096    |
|    sptH.2.gcn.bias     |     64     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.weight      |    768     |
|      sptH.4.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    768     |
|    sptD.0.gcn.bias     |     32     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     32     |
|     sptD.2.sAtt.W2     |     32     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |    4096    |
|    sptD.2.gcn.bias     |     64     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.weight      |    768     |
|      sptD.4.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    1536    |
|    sptW.0.gcn.bias     |     32     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |     32     |
|     sptW.2.sAtt.W2     |     32     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |    4096    |
|    sptW.2.gcn.bias     |     64     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.weight      |    768     |
|      sptW.4.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 27882
 Trial: 25 Epoch: 0, train_loss: 243367.34814453125, validation_loss = 9557.885986328125
 Trial: 25 Epoch: 1, train_loss: 88196.20263671875, validation_loss = 7518.149169921875
 Trial: 25 Epoch: 2, train_loss: 53158.28955078125, validation_loss = 6349.8603515625
 Trial: 25 Epoch: 3, train_loss: 48210.394287109375, validation_loss = 9374.6689453125
 Trial: 25 Epoch: 4, train_loss: 39897.67626953125, validation_loss = 4958.2540283203125
 Trial: 25 Epoch: 5, train_loss: 37563.947509765625, validation_loss = 4929.3499755859375
 Trial: 25 Epoch: 6, train_loss: 34008.09973144531, validation_loss = 6597.8271484375
 Trial: 25 Epoch: 7, train_loss: 34950.11120605469, validation_loss = 5603.7984619140625
 Trial: 25 Epoch: 8, train_loss: 33244.970947265625, validation_loss = 4300.4296875
 Trial: 25 Epoch: 9, train_loss: 35679.81140136719, validation_loss = 5131.11181640625
 Trial: 25 Epoch: 10, train_loss: 41359.48486328125, validation_loss = 4482.11865234375
 Trial: 25 Epoch: 11, train_loss: 34800.89514160156, validation_loss = 4713.775634765625
 Trial: 25 Epoch: 12, train_loss: 30310.1044921875, validation_loss = 5845.4017333984375
 Trial: 25 Epoch: 13, train_loss: 30465.988403320312, validation_loss = 4571.513427734375
 Trial: 25 Epoch: 14, train_loss: 28064.541259765625, validation_loss = 3940.53076171875
 Trial: 25 Epoch: 15, train_loss: 27810.48291015625, validation_loss = 4163.5467529296875
 Trial: 25 Epoch: 16, train_loss: 26835.603637695312, validation_loss = 3766.7000732421875
 Trial: 25 Epoch: 17, train_loss: 28136.3232421875, validation_loss = 3895.0650634765625
 Trial: 25 Epoch: 18, train_loss: 26656.324584960938, validation_loss = 3855.888671875
 Trial: 25 Epoch: 19, train_loss: 27572.672485351562, validation_loss = 3627.4454345703125
 Trial: 25 Epoch: 20, train_loss: 28216.141357421875, validation_loss = 3675.748291015625
 Trial: 25 Epoch: 21, train_loss: 28597.2607421875, validation_loss = 3789.8436279296875
 Trial: 25 Epoch: 22, train_loss: 26103.2861328125, validation_loss = 4152.9051513671875
 Trial: 25 Epoch: 23, train_loss: 28869.74298095703, validation_loss = 3502.4677734375
 Trial: 25 Epoch: 24, train_loss: 25806.30126953125, validation_loss = 6372.946533203125
 Trial: 25 Epoch: 25, train_loss: 27175.706665039062, validation_loss = 3662.5523681640625
 Trial: 25 Epoch: 26, train_loss: 28847.19384765625, validation_loss = 3807.7142333984375
 Trial: 25 Epoch: 27, train_loss: 32221.590698242188, validation_loss = 4646.3468017578125
 Trial: 25 Epoch: 28, train_loss: 28381.32196044922, validation_loss = 4321.1231689453125
 Trial: 25 Epoch: 29, train_loss: 25119.94091796875, validation_loss = 4018.2896728515625
 Trial: 25 Epoch: 30, train_loss: 24121.374755859375, validation_loss = 3997.67431640625
 Trial: 25 Epoch: 31, train_loss: 25214.49560546875, validation_loss = 4892.5123291015625
 Trial: 25 Epoch: 32, train_loss: 26675.632446289062, validation_loss = 3480.586669921875
 Trial: 25 Epoch: 33, train_loss: 24958.435546875, validation_loss = 3528.416748046875
 Trial: 25 Epoch: 34, train_loss: 25734.614501953125, validation_loss = 5146.53173828125
 Trial: 25 Epoch: 35, train_loss: 28384.829833984375, validation_loss = 4100.363037109375
 Trial: 25 Epoch: 36, train_loss: 26666.641357421875, validation_loss = 4582.39111328125
 Trial: 25 Epoch: 37, train_loss: 26036.443969726562, validation_loss = 3912.6829833984375
 Trial: 25 Epoch: 38, train_loss: 23280.213256835938, validation_loss = 3400.5113525390625
 Trial: 25 Epoch: 39, train_loss: 23658.952514648438, validation_loss = 3544.2247314453125
 Trial: 25 Epoch: 40, train_loss: 24801.122802734375, validation_loss = 3758.74462890625
 Trial: 25 Epoch: 41, train_loss: 25621.07666015625, validation_loss = 5662.501708984375
 Trial: 25 Epoch: 42, train_loss: 25690.672973632812, validation_loss = 3587.1837158203125
 Trial: 25 Epoch: 43, train_loss: 23393.411743164062, validation_loss = 3722.5347900390625
 Trial: 25 Epoch: 44, train_loss: 22454.667053222656, validation_loss = 3290.668701171875
 Trial: 25 Epoch: 45, train_loss: 23842.2197265625, validation_loss = 3438.2470703125
 Trial: 25 Epoch: 46, train_loss: 21722.406311035156, validation_loss = 3326.410888671875
 Trial: 25 Epoch: 47, train_loss: 21960.41583251953, validation_loss = 3471.1824951171875
 Trial: 25 Epoch: 48, train_loss: 25129.132446289062, validation_loss = 3229.5455322265625
 Trial: 25 Epoch: 49, train_loss: 24079.842224121094, validation_loss = 3672.980224609375
 Trial: 25 Epoch: 50, train_loss: 21955.626220703125, validation_loss = 3084.708740234375
 Trial: 25 Epoch: 51, train_loss: 22363.311157226562, validation_loss = 3451.3592529296875
 Trial: 25 Epoch: 52, train_loss: 22071.478454589844, validation_loss = 3029.6966552734375
 Trial: 25 Epoch: 53, train_loss: 22609.313842773438, validation_loss = 3227.634033203125
 Trial: 25 Epoch: 54, train_loss: 23507.896484375, validation_loss = 3639.48095703125
 Trial: 25 Epoch: 55, train_loss: 22306.406982421875, validation_loss = 3492.83203125
 Trial: 25 Epoch: 56, train_loss: 22518.362670898438, validation_loss = 3418.4403076171875
 Trial: 25 Epoch: 57, train_loss: 22243.86328125, validation_loss = 3364.2080078125
 Trial: 25 Epoch: 58, train_loss: 21645.495239257812, validation_loss = 4049.7862548828125
 Trial: 25 Epoch: 59, train_loss: 22028.9423828125, validation_loss = 3147.843505859375
 Trial: 25 Epoch: 60, train_loss: 22393.948364257812, validation_loss = 3445.5933837890625
 Trial: 25 Epoch: 61, train_loss: 22680.647827148438, validation_loss = 3779.89453125
 Trial: 25 Epoch: 62, train_loss: 24067.29052734375, validation_loss = 3383.927001953125
 Trial: 25 Epoch: 63, train_loss: 22056.39520263672, validation_loss = 3238.28759765625
 Trial: 25 Epoch: 64, train_loss: 28584.42626953125, validation_loss = 4213.4781494140625
 Trial: 25 Epoch: 65, train_loss: 24796.923095703125, validation_loss = 3659.2393798828125
 Trial: 25 Epoch: 66, train_loss: 22458.904174804688, validation_loss = 3032.5262451171875
 Trial: 25 Epoch: 67, train_loss: 21635.841674804688, validation_loss = 3159.1744384765625
 Trial: 25 Epoch: 68, train_loss: 20165.83154296875, validation_loss = 3408.9349365234375
 Trial: 25 Epoch: 69, train_loss: 21065.399169921875, validation_loss = 3255.0025634765625
 Trial: 25 Epoch: 70, train_loss: 20480.373657226562, validation_loss = 3806.1971435546875
 Trial: 25 Epoch: 71, train_loss: 22076.28887939453, validation_loss = 3850.0059814453125
 Trial: 25 Epoch: 72, train_loss: 21744.263427734375, validation_loss = 3305.91064453125
 Trial: 25 Epoch: 73, train_loss: 21053.67742919922, validation_loss = 3100.8602294921875
 Trial: 25 Epoch: 74, train_loss: 21254.227905273438, validation_loss = 3282.9241943359375
 Trial: 25 Epoch: 75, train_loss: 21328.81494140625, validation_loss = 3937.236572265625
 Trial: 25 Epoch: 76, train_loss: 21049.519958496094, validation_loss = 3569.272216796875
 Trial: 25 Epoch: 77, train_loss: 20259.75128173828, validation_loss = 2935.498291015625
 Trial: 25 Epoch: 78, train_loss: 20674.724975585938, validation_loss = 3702.2974853515625
 Trial: 25 Epoch: 79, train_loss: 21011.826049804688, validation_loss = 3127.8104248046875
 Trial: 25 Epoch: 80, train_loss: 20405.49334716797, validation_loss = 2908.6650390625
 Trial: 25 Epoch: 81, train_loss: 20024.048095703125, validation_loss = 3161.9285888671875
 Trial: 25 Epoch: 82, train_loss: 21733.275512695312, validation_loss = 3060.98876953125
 Trial: 25 Epoch: 83, train_loss: 21821.644409179688, validation_loss = 3970.0408935546875
 Trial: 25 Epoch: 84, train_loss: 22828.993041992188, validation_loss = 3240.83056640625
 Trial: 25 Epoch: 85, train_loss: 21462.229370117188, validation_loss = 4534.3414306640625
 Trial: 25 Epoch: 86, train_loss: 22961.5166015625, validation_loss = 3060.6123046875
 Trial: 25 Epoch: 87, train_loss: 21073.18145751953, validation_loss = 3261.6990966796875
 Trial: 25 Epoch: 88, train_loss: 22046.131774902344, validation_loss = 4329.4735107421875
 Trial: 25 Epoch: 89, train_loss: 24186.770751953125, validation_loss = 3615.3453369140625
 Trial: 25 Epoch: 90, train_loss: 30007.938110351562, validation_loss = 3471.5562744140625
 Trial: 25 Epoch: 91, train_loss: 26176.268981933594, validation_loss = 4081.435302734375
 Trial: 25 Epoch: 92, train_loss: 22809.316040039062, validation_loss = 3590.2615966796875
 Trial: 25 Epoch: 93, train_loss: 24025.008911132812, validation_loss = 3721.663330078125
 Trial: 25 Epoch: 94, train_loss: 22121.5234375, validation_loss = 3370.62890625
 Trial: 25 Epoch: 95, train_loss: 23425.10821533203, validation_loss = 3065.2872314453125
 Trial: 25 Epoch: 96, train_loss: 19968.27960205078, validation_loss = 3409.9923095703125
 Trial: 25 Epoch: 97, train_loss: 20368.115478515625, validation_loss = 3097.71875
 Trial: 25 Epoch: 98, train_loss: 20306.350463867188, validation_loss = 3141.9603271484375
 Trial: 25 Epoch: 99, train_loss: 20488.80548095703, validation_loss = 3120.1837158203125
========Trial 26 params: {'n_layers': 3, 'K': 2, 'Dropout': 0.2, 'Hidden0': 4, 'Hidden1': 64, 'Hidden2': 128, 'optimizer': 'Adam', 'lr': 0.008291120007239226, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    192     |
|    sptH.0.gcn.bias     |     4      |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |     4      |
|     sptH.2.sAtt.W2     |     4      |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |    512     |
|    sptH.2.gcn.bias     |     64     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.sAtt.Vs     |    729     |
|     sptH.4.sAtt.bs     |    729     |
|     sptH.4.sAtt.W1     |     64     |
|     sptH.4.sAtt.W2     |     64     |
|     sptH.4.sAtt.W3     |     1      |
|   sptH.4.gcn.weight    |   16384    |
|    sptH.4.gcn.bias     |    128     |
| sptH.4.timeConv.weight |     3      |
|  sptH.4.timeConv.bias  |     1      |
|     sptH.6.weight      |    1536    |
|      sptH.6.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |     96     |
|    sptD.0.gcn.bias     |     4      |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     4      |
|     sptD.2.sAtt.W2     |     4      |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |    512     |
|    sptD.2.gcn.bias     |     64     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.sAtt.Vs     |    729     |
|     sptD.4.sAtt.bs     |    729     |
|     sptD.4.sAtt.W1     |     64     |
|     sptD.4.sAtt.W2     |     64     |
|     sptD.4.sAtt.W3     |     1      |
|   sptD.4.gcn.weight    |   16384    |
|    sptD.4.gcn.bias     |    128     |
| sptD.4.timeConv.weight |     3      |
|  sptD.4.timeConv.bias  |     1      |
|     sptD.6.weight      |    1536    |
|      sptD.6.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    192     |
|    sptW.0.gcn.bias     |     4      |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
